"Account","Flag","Check Number","Date","Payee","Category","Master Category","Sub Category","Memo","Outflow","Inflow","Cleared","Running Balance"
"Chase Credit Card",,,09/21/2012,"Amazon.com","House & Upkeep: Rent & Shared House Expenses","House & Upkeep","Rent & Shared House Expenses","Can opener",$20.68,$0.00,R,-$87.81
"Chase Credit Card",,,09/23/2012,"AMAZON MKTPLACE PMTS","Stuff: Books","Stuff","Books","Advanced Opengl",$16.94,$0.00,R,-$104.75
"Chase Credit Card",,,09/23/2012,"Amazon.com","Communication: Software","Communication","Software","Dragon v12",$54.43,$0.00,R,-$159.18
"Chase Credit Card",,,09/24/2012,"Amazon.com","Stuff: Books","Stuff","Books","Testing at Google",$26.60,$0.00,R,-$185.78
"Chase Credit Card",,,09/24/2012,"Amazon.com","Transport: Bicycle","Transport","Bicycle","Two mini u-locks",$81.58,$0.00,R,-$267.36
"Chase Credit Card",,,09/25/2012,"Amazon.com","Generosity: Spontanous Gifts","Generosity","Spontanous Gifts","Sympathy lock for Jeff",$40.73,$0.00,R,-$308.09
"Chase Credit Card",,,10/02/2012,"ASI*KICKSTARTER COM","Generosity: Charity","Generosity","Charity",,$125.00,$0.00,R,-$433.09
"Chase Credit Card",,,10/03/2012,"AMAZON MKTPLACE PMTS","Stuff: Other","Stuff","Other","Watercolor paint",$9.65,$0.00,R,-$442.74
"Chase Credit Card",,,10/11/2012,"Manual Balance Adjustment","Stuff: Electronics","Stuff","Electronics","Entered automatically by YNAB",$0.00,$18.14,R,-$424.60
"Chase Credit Card",,,10/11/2012,"Amazon.com","Stuff: Other","Stuff","Other","pen",$8.71,$0.00,R,-$433.31
"Chase Credit Card",,,10/11/2012,"Amazon.com","Stuff: Furniture & Equip","Stuff","Furniture & Equip","Tea water kettle",$216.66,$0.00,R,-$649.97
"Chase Credit Card",,,10/12/2012,"Transfer : Checking Account",,,,,$0.00,$649.97,R,$0.00
"Chase Credit Card",,,10/28/2012,"Amazon.com","House & Upkeep: Consumables","House & Upkeep","Consumables",,$12.68,$0.00,R,-$12.68
"Chase Credit Card",,,11/01/2012,"Amazon.com","Generosity: Spontanous Gifts","Generosity","Spontanous Gifts",,$11.97,$0.00,R,-$24.65
"Guillaume's Wallet",,,06/08/2012,"Starting Balance","Income: Available this month","Income","Available this month",,$0.00,$1660.00,R,$1660.00
"Guillaume's Wallet",,,06/08/2012,"Couches and chairs","Stuff: Furniture & Equip","Stuff","Furniture & Equip",,$375.00,$0.00,R,$1285.00
"Guillaume's Wallet",,,06/09/2012,"hotpad","Stuff: Other","Stuff","Other",,$2.00,$0.00,R,$1283.00
"Guillaume's Wallet",,,06/09/2012,,"Joy: Treats","Joy","Treats","ice cream",$10.50,$0.00,R,$1272.50
"Guillaume's Wallet",,,06/09/2012,,"Joy: Beer & Wine","Joy","Beer & Wine",,$18.00,$0.00,R,$1254.50
"Guillaume's Wallet",,,06/10/2012,,"House & Upkeep: Laundry","House & Upkeep","Laundry",,$1.00,$0.00,R,$1253.50
"Guillaume's Wallet",,,06/10/2012,,"Joy: Treats","Joy","Treats",,$1.25,$0.00,R,$1252.25
"Guillaume's Wallet",,,06/10/2012,,"Transport: Tolls & Parking","Transport","Tolls & Parking",,$6.50,$0.00,R,$1245.75
"Guillaume's Wallet",,,06/10/2012,,"House & Upkeep: Laundry","House & Upkeep","Laundry",,$11.00,$0.00,R,$1234.75
"Guillaume's Wallet",,,06/10/2012,"bowls etc","Stuff: Furniture & Equip","Stuff","Furniture & Equip",,$15.20,$0.00,R,$1219.55
"Guillaume's Wallet",,,06/11/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$3.00,$0.00,R,$1216.55
"Guillaume's Wallet",,,06/12/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$3.00,$0.00,R,$1213.55
"Guillaume's Wallet",,,06/13/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$4.00,$0.00,R,$1209.55
"Guillaume's Wallet",,,06/13/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$6.00,$0.00,R,$1203.55
"Guillaume's Wallet",,,06/14/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$6.53,$0.00,R,$1197.02
"Guillaume's Wallet",,,06/16/2012,,"Food: Groceries","Food","Groceries",,$9.18,$0.00,R,$1187.84
"Guillaume's Wallet",,,06/16/2012,"brooklyn day","Generosity: Charity","Generosity","Charity",,$10.00,$0.00,R,$1177.84
"Guillaume's Wallet",,,06/18/2012,,"Food: Groceries","Food","Groceries",,$25.37,$0.00,R,$1152.47
"Guillaume's Wallet",,,06/20/2012,,"Joy: Treats","Joy","Treats",,$2.94,$0.00,R,$1149.53
"Guillaume's Wallet",,,06/20/2012,,"Joy: Treats","Joy","Treats",,$5.00,$0.00,R,$1144.53
"Guillaume's Wallet",,,06/21/2012,,"Food: Groceries","Food","Groceries",,$5.50,$0.00,R,$1139.03
"Guillaume's Wallet",,,06/21/2012,,"Joy: Treats","Joy","Treats",,$5.50,$0.00,R,$1133.53
"Guillaume's Wallet",,,06/22/2012,,"Food: Groceries","Food","Groceries",,$2.00,$0.00,R,$1131.53
"Guillaume's Wallet",,,06/23/2012,,"House & Upkeep: Pharmacy","House & Upkeep","Pharmacy",,$1.00,$0.00,R,$1130.53
"Guillaume's Wallet",,,06/23/2012,,"Food: Fancy Restaurant","Food","Fancy Restaurant",,$2.00,$0.00,R,$1128.53
"Guillaume's Wallet",,,06/23/2012,,"Joy: Beer & Wine","Joy","Beer & Wine",,$5.00,$0.00,R,$1123.53
"Guillaume's Wallet",,,06/23/2012,,"Joy: Treats","Joy","Treats",,$5.25,$0.00,R,$1118.28
"Guillaume's Wallet",,,06/23/2012,,"Joy: Beer & Wine","Joy","Beer & Wine",,$8.00,$0.00,R,$1110.28
"Guillaume's Wallet",,,06/23/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$18.00,$0.00,R,$1092.28
"Guillaume's Wallet",,,06/23/2012,,"Joy: His","Joy","His",,$20.00,$0.00,R,$1072.28
"Guillaume's Wallet",,,06/24/2012,,"House & Upkeep: Laundry","House & Upkeep","Laundry",,$33.00,$0.00,R,$1039.28
"Guillaume's Wallet",,,06/24/2012,,"Joy: Beer & Wine","Joy","Beer & Wine",,$38.97,$0.00,R,$1000.31
"Guillaume's Wallet",,,06/24/2012,,"Food: Fancy Restaurant","Food","Fancy Restaurant",,$47.00,$0.00,R,$953.31
"Guillaume's Wallet",,,06/25/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$3.00,$0.00,R,$950.31
"Guillaume's Wallet",,,06/25/2012,,"Transport: Subway","Transport","Subway",,$20.00,$0.00,R,$930.31
"Guillaume's Wallet",,,06/26/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$3.00,$0.00,R,$927.31
"Guillaume's Wallet",,,06/27/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$9.00,$0.00,R,$918.31
"Guillaume's Wallet",,,06/27/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$14.91,$0.00,R,$903.40
"Guillaume's Wallet",,,06/29/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$4.50,$0.00,R,$898.90
"Guillaume's Wallet",,,06/29/2012,,"Food: Groceries","Food","Groceries",,$7.00,$0.00,R,$891.90
"Guillaume's Wallet",,,06/30/2012,,"Food: Groceries","Food","Groceries",,$3.00,$0.00,R,$888.90
"Guillaume's Wallet",,,06/30/2012,,"Stuff: Furniture & Equip","Stuff","Furniture & Equip",,$20.00,$0.00,R,$868.90
"Guillaume's Wallet",,,06/30/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$30.00,$0.00,R,$838.90
"Guillaume's Wallet",,,07/01/2012,,"Food: Groceries","Food","Groceries",,$10.00,$0.00,R,$828.90
"Guillaume's Wallet",,,07/01/2012,,"Stuff: Furniture & Equip","Stuff","Furniture & Equip","Hardward for bed etc.",$25.00,$0.00,R,$803.90
"Guillaume's Wallet",,,07/06/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$11.00,$0.00,R,$792.90
"Guillaume's Wallet",,,07/09/2012,,"Joy: Treats","Joy","Treats",,$9.60,$0.00,R,$783.30
"Guillaume's Wallet",,,07/09/2012,,"Food: Groceries","Food","Groceries",,$14.10,$0.00,R,$769.20
"Guillaume's Wallet",,,07/09/2012,"Transfer : Shared Account",,,,,$822.39,$0.00,R,-$53.19
"Guillaume's Wallet",,,07/10/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$3.00,$0.00,R,-$56.19
"Guillaume's Wallet",,,07/10/2012,,"Joy: Treats","Joy","Treats",,$4.00,$0.00,R,-$60.19
"Guillaume's Wallet",,,07/11/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$3.00,$0.00,R,-$63.19
"Guillaume's Wallet",,,07/11/2012,,"Food: Groceries","Food","Groceries",,$5.60,$0.00,R,-$68.79
"Guillaume's Wallet",,,07/12/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$6.00,$0.00,R,-$74.79
"Guillaume's Wallet",,,07/14/2012,,"Joy: Treats","Joy","Treats",,$2.00,$0.00,R,-$76.79
"Guillaume's Wallet",,,07/14/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$3.00,$0.00,R,-$79.79
"Guillaume's Wallet",,,07/14/2012,,"Food: Fancy Restaurant","Food","Fancy Restaurant",,$15.00,$0.00,R,-$94.79
"Guillaume's Wallet",,,07/14/2012,,"Food: Groceries","Food","Groceries",,$42.00,$0.00,R,-$136.79
"Guillaume's Wallet",,,07/16/2012,,"Food: Fancy Restaurant","Food","Fancy Restaurant",,$10.00,$0.00,R,-$146.79
"Guillaume's Wallet",,,07/16/2012,,"Joy: Treats","Joy","Treats",,$14.00,$0.00,R,-$160.79
"Guillaume's Wallet",,,07/20/2012,"Transfer : Checking Account",,,,"5 PENN PLAZA",$0.00,$303.00,R,$142.21
"Guillaume's Wallet",,,07/20/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$6.00,$0.00,R,$136.21
"Guillaume's Wallet",,,07/20/2012,,"Food: Fancy Restaurant","Food","Fancy Restaurant",,$45.00,$0.00,R,$91.21
"Guillaume's Wallet",,,07/23/2012,,"Transport: Train","Transport","Train","bus to Montreal ",$50.00,$0.00,R,$41.21
"Guillaume's Wallet",,,07/24/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$3.00,$0.00,R,$38.21
"Guillaume's Wallet",,,07/24/2012,,"Joy: Treats","Joy","Treats",,$3.50,$0.00,R,$34.71
"Guillaume's Wallet",,,07/24/2012,,"Food: Fancy Restaurant","Food","Fancy Restaurant",,$11.00,$0.00,R,$23.71
"Guillaume's Wallet",,,07/25/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$3.00,$0.00,R,$20.71
"Guillaume's Wallet",,,07/27/2012,,"Joy: Treats","Joy","Treats",,$3.00,$0.00,R,$17.71
"Guillaume's Wallet",,,07/27/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$7.00,$0.00,R,$10.71
"Guillaume's Wallet",,,07/28/2012,,"Joy: Treats","Joy","Treats",,$4.50,$0.00,R,$6.21
"Guillaume's Wallet",,,07/28/2012,"teas","Joy: Treats","Joy","Treats",,$22.00,$0.00,R,-$15.79
"Guillaume's Wallet",,,07/29/2012,,"Joy: Treats","Joy","Treats",,$1.50,$0.00,R,-$17.29
"Guillaume's Wallet",,,07/29/2012,,"Stuff: Furniture & Equip","Stuff","Furniture & Equip","lundry hamper, cord",$34.00,$0.00,R,-$51.29
"Guillaume's Wallet",,,08/01/2012,"Transfer : Checking Account",,,,"*ASTOR PLACE",$0.00,$302.00,R,$250.71
"Guillaume's Wallet",,,08/01/2012,,"Food: Groceries","Food","Groceries",,$21.17,$0.00,R,$229.54
"Guillaume's Wallet",,,08/03/2012,,"Joy: Treats","Joy","Treats",,$3.00,$0.00,R,$226.54
"Guillaume's Wallet",,,08/03/2012,,"Joy: Beer & Wine","Joy","Beer & Wine",,$14.40,$0.00,R,$212.14
"Guillaume's Wallet",,,08/03/2012,"haircut","Joy: His","Joy","His",,$40.00,$0.00,R,$172.14
"Guillaume's Wallet",,,08/07/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$4.30,$0.00,R,$167.84
"Guillaume's Wallet",,,08/07/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$6.00,$0.00,R,$161.84
"Guillaume's Wallet",,,08/09/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$3.00,$0.00,R,$158.84
"Guillaume's Wallet",,,08/09/2012,,"Joy: Treats","Joy","Treats",,$5.50,$0.00,R,$153.34
"Guillaume's Wallet",,,08/09/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$6.00,$0.00,R,$147.34
"Guillaume's Wallet",,,08/09/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$10.00,$0.00,R,$137.34
"Guillaume's Wallet",,,08/13/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$3.00,$0.00,R,$134.34
"Guillaume's Wallet",,,08/13/2012,,"House & Upkeep: Laundry","House & Upkeep","Laundry",,$9.00,$0.00,R,$125.34
"Guillaume's Wallet",,,08/13/2012,,"Joy: His","Joy","His",,$9.00,$0.00,R,$116.34
"Guillaume's Wallet",,,08/14/2012,,"Joy: Treats","Joy","Treats",,$7.00,$0.00,R,$109.34
"Guillaume's Wallet",,,08/14/2012,,"Food: Groceries","Food","Groceries",,$20.00,$0.00,R,$89.34
"Guillaume's Wallet",,,08/15/2012,"umbrella","Stuff: Other","Stuff","Other",,$5.00,$0.00,R,$84.34
"Guillaume's Wallet",,,08/15/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$10.00,$0.00,R,$74.34
"Guillaume's Wallet",,,08/15/2012,"squash","Joy: His","Joy","His",,$25.00,$0.00,R,$49.34
"Guillaume's Wallet",,,08/17/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$4.25,$0.00,R,$45.09
"Guillaume's Wallet",,,08/20/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$3.00,$0.00,R,$42.09
"Guillaume's Wallet",,,08/20/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$6.00,$0.00,R,$36.09
"Guillaume's Wallet",,,08/24/2012,,"Transport: Train","Transport","Train",,$138.25,$0.00,R,-$102.16
"Guillaume's Wallet",,,08/31/2012,,"House & Upkeep: Pharmacy","House & Upkeep","Pharmacy",,$40.00,$0.00,R,-$142.16
"Guillaume's Wallet",,,08/31/2012,"wedding shirt","Stuff: Clothing","Stuff","Clothing",,$40.00,$0.00,R,-$182.16
"Guillaume's Wallet",,,09/04/2012,"Transfer : Checking Account",,,,"29 LOW ROAD",$0.00,$500.00,R,$317.84
"Guillaume's Wallet",,,09/04/2012,"Transfer : Checking Account",,,,"29 LOW ROAD",$0.00,$200.00,R,$517.84
"Guillaume's Wallet",,,09/05/2012,,"Food: Fancy Restaurant","Food","Fancy Restaurant",,$20.00,$0.00,R,$497.84
"Guillaume's Wallet",,,09/05/2012,,"Joy: Wedding","Joy","Wedding",,$23.14,$0.00,R,$474.70
"Guillaume's Wallet",,,09/06/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$4.25,$0.00,R,$470.45
"Guillaume's Wallet",,,09/06/2012,,"Food: Fancy Restaurant","Food","Fancy Restaurant",,$11.00,$0.00,R,$459.45
"Guillaume's Wallet",,,09/06/2012,,"Joy: His","Joy","His",,$20.00,$0.00,R,$439.45
"Guillaume's Wallet",,,09/07/2012,,"Transport: Train","Transport","Train",,$2.00,$0.00,R,$437.45
"Guillaume's Wallet",,,09/07/2012,,"House & Upkeep: Consumables","House & Upkeep","Consumables",,$10.85,$0.00,R,$426.60
"Guillaume's Wallet",,,09/07/2012,,"Food: Fancy Restaurant","Food","Fancy Restaurant",,$35.00,$0.00,R,$391.60
"Guillaume's Wallet",,,09/08/2012,,"House & Upkeep: Laundry","House & Upkeep","Laundry",,$10.00,$0.00,R,$381.60
"Guillaume's Wallet",,,09/08/2012,,"Food: Groceries","Food","Groceries",,$63.00,$0.00,R,$318.60
"Guillaume's Wallet",,,09/10/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$3.50,$0.00,R,$315.10
"Guillaume's Wallet",,,09/10/2012,,"House & Upkeep: Pharmacy","House & Upkeep","Pharmacy",,$16.00,$0.00,R,$299.10
"Guillaume's Wallet",,,09/10/2012,,"Food: Groceries","Food","Groceries",,$30.00,$0.00,R,$269.10
"Guillaume's Wallet",,,09/15/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$8.00,$0.00,R,$261.10
"Guillaume's Wallet",,,09/15/2012,,"Joy: Treats","Joy","Treats",,$11.00,$0.00,R,$250.10
"Guillaume's Wallet",,,09/16/2012,"ows","Joy: Hers","Joy","Hers",,$16.32,$0.00,R,$233.78
"Guillaume's Wallet",,,09/16/2012,"repair","Transport: Bicycle","Transport","Bicycle",,$27.22,$0.00,R,$206.56
"Guillaume's Wallet",,,09/17/2012,,"Food: Fancy Restaurant","Food","Fancy Restaurant",,$35.00,$0.00,R,$171.56
"Guillaume's Wallet",,,09/19/2012,,"Joy: His","Joy","His",,$3.00,$0.00,R,$168.56
"Guillaume's Wallet",,,09/19/2012,,"Joy: Treats","Joy","Treats",,$3.00,$0.00,R,$165.56
"Guillaume's Wallet",,,09/19/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$3.50,$0.00,R,$162.06
"Guillaume's Wallet",,,09/19/2012,,"Food: Groceries","Food","Groceries",,$6.00,$0.00,R,$156.06
"Guillaume's Wallet",,,09/21/2012,,"Food: Fancy Restaurant","Food","Fancy Restaurant",,$10.00,$0.00,R,$146.06
"Guillaume's Wallet",,,09/21/2012,,"Transport: Subway","Transport","Subway",,$20.00,$0.00,R,$126.06
"Guillaume's Wallet",,,09/22/2012,,"Food: Fancy Restaurant","Food","Fancy Restaurant",,$10.00,$0.00,R,$116.06
"Guillaume's Wallet",,,09/23/2012,,"House & Upkeep: Laundry","House & Upkeep","Laundry",,$8.00,$0.00,R,$108.06
"Guillaume's Wallet",,,09/27/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$7.00,$0.00,R,$101.06
"Guillaume's Wallet",,,10/02/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$11.00,$0.00,R,$90.06
"Guillaume's Wallet",,,10/02/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$20.00,$0.00,R,$70.06
"Guillaume's Wallet",,,10/03/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$3.50,$0.00,R,$66.56
"Guillaume's Wallet",,,10/04/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$7.00,$0.00,R,$59.56
"Guillaume's Wallet",,,10/04/2012,,"Transport: Subway","Transport","Subway",,$20.00,$0.00,R,$39.56
"Guillaume's Wallet",,,10/05/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$6.50,$0.00,R,$33.06
"Guillaume's Wallet",,,10/07/2012,,"Generosity: Charity","Generosity","Charity",,$10.00,$0.00,R,$23.06
"Guillaume's Wallet",,,10/08/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$7.00,$0.00,R,$16.06
"Guillaume's Wallet",,,10/10/2012,,"Food: Groceries","Food","Groceries",,$4.00,$0.00,R,$12.06
"Guillaume's Wallet",,,10/10/2012,,"House & Upkeep: Laundry","House & Upkeep","Laundry",,$7.00,$0.00,R,$5.06
"Guillaume's Wallet",,,10/10/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$10.00,$0.00,R,-$4.94
"Guillaume's Wallet",,,10/10/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$12.00,$0.00,R,-$16.94
"Guillaume's Wallet",,,10/12/2012,"Manual Balance Adjustment","Income: Available this month","Income","Available this month","Entered automatically by YNAB",$0.00,$190.00,R,$173.06
"Guillaume's Wallet",,,10/13/2012,,"Generosity: Serious Family Support","Generosity","Serious Family Support",,$110.78,$0.00,R,$62.28
"Guillaume's Wallet",,,10/15/2012,,"Stuff: Furniture & Equip","Stuff","Furniture & Equip","tea kettle contributions",$0.00,$40.00,R,$102.28
"Guillaume's Wallet",,,10/15/2012,,"Food: Groceries","Food","Groceries",,$13.21,$0.00,R,$89.07
"Guillaume's Wallet",,,10/15/2012,,"Food: Groceries","Food","Groceries",,$35.47,$0.00,R,$53.60
"Guillaume's Wallet",,,10/16/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$8.00,$0.00,R,$45.60
"Guillaume's Wallet",,,10/16/2012,,"Joy: Beer & Wine","Joy","Beer & Wine",,$12.00,$0.00,R,$33.60
"Guillaume's Wallet",,,10/17/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$3.90,$0.00,R,$29.70
"Guillaume's Wallet",,,10/22/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$6.48,$0.00,R,$23.22
"Guillaume's Wallet",,,10/24/2012,,"Food: Fancy Restaurant","Food","Fancy Restaurant",,$4.50,$0.00,R,$18.72
"Guillaume's Wallet",,,10/24/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$12.45,$0.00,R,$6.27
"Guillaume's Wallet",,,10/25/2012,,"Joy: Treats","Joy","Treats",,$3.50,$0.00,R,$2.77
"Guillaume's Wallet",,,10/25/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$8.66,$0.00,R,-$5.89
"Guillaume's Wallet",,,10/26/2012,"Transfer : Checking Account",,,,"31 EAST 17TH STREET",$0.00,$303.00,R,$297.11
"Guillaume's Wallet",,,10/28/2012,,"House & Upkeep: Laundry","House & Upkeep","Laundry",,$5.50,$0.00,R,$291.61
"Guillaume's Wallet",,,10/28/2012,,"House & Upkeep: Laundry","House & Upkeep","Laundry",,$14.14,$0.00,R,$277.47
"Guillaume's Wallet",,,10/28/2012,,"Food: Groceries","Food","Groceries",,$43.11,$0.00,R,$234.36
"Guillaume's Wallet",,,11/02/2012,,"House & Upkeep: Rent & Shared House Expenses","House & Upkeep","Rent & Shared House Expenses","Eduardo and Aline",$0.00,$542.28,R,$776.64
"Guillaume's Wallet",,,11/02/2012,,"Food: Fancy Restaurant","Food","Fancy Restaurant",,$25.00,$0.00,R,$751.64
"Guillaume's Wallet",,,11/02/2012,,"Stuff: Furniture & Equip","Stuff","Furniture & Equip","Three shelves",$70.00,$0.00,R,$681.64
"Guillaume's Wallet",,,11/02/2012,,"House & Upkeep: Rent & Shared House Expenses","House & Upkeep","Rent & Shared House Expenses","Ryan's deposit",$387.68,$0.00,R,$293.96
"Guillaume's Wallet",,,11/04/2012,"Manual Balance Adjustment","Income: Available this month","Income","Available this month","Entered automatically by YNAB",$23.96,$0.00,R,$270.00
"Linnea's Wallet",,,06/08/2012,"Starting Balance","Income: Available this month","Income","Available this month",,$0.00,$160.00,R,$160.00
"Linnea's Wallet",,,06/08/2012,,"Joy: Treats","Joy","Treats","3.5",$3.50,$0.00,R,$156.50
"Linnea's Wallet",,,06/08/2012,,"Transport: Train","Transport","Train",,$22.00,$0.00,R,$134.50
"Linnea's Wallet",,,06/13/2012,"pan","Stuff: Furniture & Equip","Stuff","Furniture & Equip",,$2.00,$0.00,R,$132.50
"Linnea's Wallet",,,06/13/2012,"buskers","Generosity: Charity","Generosity","Charity",,$3.00,$0.00,R,$129.50
"Linnea's Wallet",,,06/13/2012,,"Stuff: Clothing","Stuff","Clothing",,$4.00,$0.00,R,$125.50
"Linnea's Wallet",,,06/13/2012,,"Joy: Treats","Joy","Treats",,$10.00,$0.00,R,$115.50
"Linnea's Wallet",,,06/13/2012,"Yard eq.","Stuff: Other","Stuff","Other",,$15.00,$0.00,R,$100.50
"Linnea's Wallet",,,06/13/2012,,"Food: Groceries","Food","Groceries",,$35.00,$0.00,R,$65.50
"Linnea's Wallet",,,07/05/2012,,"Generosity: Charity","Generosity","Charity",,$5.00,$0.00,R,$60.50
"Linnea's Wallet",,,07/05/2012,,"Transport: Tolls & Parking","Transport","Tolls & Parking",,$14.00,$0.00,R,$46.50
"Linnea's Wallet",,,07/05/2012,,"Transport: Tolls & Parking","Transport","Tolls & Parking",,$15.00,$0.00,R,$31.50
"Linnea's Wallet",,,07/28/2012,"Jewlry","Stuff: Clothing","Stuff","Clothing",,$10.00,$0.00,R,$21.50
"Linnea's Wallet",,,07/28/2012,"Yippie cafe","Joy: Treats","Joy","Treats",,$10.00,$0.00,R,$11.50
"Linnea's Wallet",,,08/04/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$16.00,$0.00,R,-$4.50
"Linnea's Wallet",,,09/20/2012,"occupy book prints refund","Generosity: Charity","Generosity","Charity",,$0.00,$400.00,R,$395.50
"Linnea's Wallet",,,10/04/2012,,"Transport: Train","Transport","Train",,$22.00,$0.00,R,$373.50
"Linnea's Wallet",,,10/08/2012,,"House & Upkeep: Consumables","House & Upkeep","Consumables",,$5.00,$0.00,R,$368.50
"Linnea's Wallet",,,10/08/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$20.00,$0.00,R,$348.50
"Linnea's Wallet",,,10/08/2012,,"Food: Lazy Restaurants","Food","Lazy Restaurants",,$20.00,$0.00,R,$328.50
"Linnea's Wallet",,,10/08/2012,,"Generosity: Serious Family Support","Generosity","Serious Family Support",,$100.00,$0.00,R,$228.50
"Linnea's Wallet",,,10/12/2012,"Manual Balance Adjustment","Income: Available this month","Income","Available this month","Entered automatically by YNAB",$40.00,$0.00,R,$188.50
"Linnea's Wallet",,,10/30/2012,"Catherine Palmer","Generosity: Serious Family Support","Generosity","Serious Family Support",,$202.00,$0.00,R,-$13.50
"Linnea's Wallet",,,11/04/2012,"Manual Balance Adjustment","Income: Available this month","Income","Available this month","Entered automatically by YNAB",$0.00,$166.50,R,$153.00
"Linnea's Wallet",,,11/04/2012,,"Stuff: Furniture & Equip","Stuff","Furniture & Equip","Bathroom shelve",$40.00,$0.00,R,$113.00
"Linnea's Student Debt",,,09/28/2012,"Transfer : Shared Account",,,,,$0.00,$920.00,U,$920.00
"Linnea's Student Debt",,,10/12/2012,"Starting Balance",,,,,$35000.00,$0.00,C,-$34080.00
